City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Rayachoti,IN,2022-05-16 01:38:27,14.05,78.75,83.53,66,100,8.37
298,Potsdam,DE,2022-05-16 01:40:17,52.3989,13.0657,56.1,80,36,6.44
299,Beringovskiy,RU,2022-05-16 01:40:18,63.05,179.3167,35.31,87,76,5.21
300,Miles City,US,2022-05-16 01:40:18,46.4083,-105.8406,68.97,30,0,5.75
301,Flin Flon,CA,2022-05-16 01:40:19,54.7682,-101.865,34.05,97,100,8.59
302,Savonlinna,FI,2022-05-16 01:40:19,61.8699,28.88,42.85,93,100,10.36
303,Pimentel,PE,2022-05-16 01:40:20,-6.8367,-79.9342,64.62,84,97,14.61
304,Nakhon Si Thammarat,TH,2022-05-16 01:40:21,8.25,100.0,89.02,72,100,3.49
305,Bethel,US,2022-05-16 01:39:54,41.3712,-73.414,67.33,85,81,4.47
306,Luanda,AO,2022-05-16 01:37:01,-8.8368,13.2343,78.8,83,75,6.91
307,Sayyan,YE,2022-05-16 01:40:22,15.1718,44.3244,56.52,19,0,3.89
308,Grindavik,IS,2022-05-16 01:40:23,63.8424,-22.4338,49.95,93,100,24.16
309,Westport,US,2022-05-16 01:39:10,41.1415,-73.3579,69.03,89,20,4.61
310,Purmerend,NL,2022-05-16 01:40:23,52.505,4.9597,61.23,76,100,4.0
311,Humaita,BR,2022-05-16 01:40:24,-7.5061,-63.0208,75.04,98,99,1.32
312,Farafangana,MG,2022-05-16 01:40:25,-22.8167,47.8333,67.33,89,76,2.75
313,Kimbe,PG,2022-05-16 01:41:25,-5.5502,150.1429,85.26,70,95,3.78
314,Aksarka,RU,2022-05-16 01:41:26,66.5606,67.7975,46.92,81,85,10.8
315,Ranong,TH,2022-05-16 01:41:27,9.9658,98.6348,78.73,75,100,9.04
316,Treinta Y Tres,UY,2022-05-16 01:41:27,-33.2333,-54.3833,42.39,65,0,9.08
317,Doha,QA,2022-05-16 01:38:06,25.2867,51.5333,80.58,53,0,9.22
318,Stolbishche,RU,2022-05-16 01:41:28,55.6468,49.216,48.65,93,0,4.47
319,Altay,CN,2022-05-16 01:41:29,47.8667,88.1167,59.29,58,100,1.5
320,Omsukchan,RU,2022-05-16 01:41:29,62.5333,155.8,36.1,94,100,8.21
321,Tilichiki,RU,2022-05-16 01:41:30,60.4667,166.1,37.0,88,100,8.86
322,Triunfo,BR,2022-05-16 01:41:30,-29.9433,-51.7181,54.68,96,89,3.53
323,Buala,SB,2022-05-16 01:41:31,-8.145,159.5921,84.63,69,15,1.05
324,Tuatapere,NZ,2022-05-16 01:41:31,-46.1333,167.6833,60.15,57,4,4.68
325,Sarangani,PH,2022-05-16 01:41:32,5.4033,125.4636,82.51,79,91,12.26
326,Nyurba,RU,2022-05-16 01:41:32,63.2842,118.3319,43.48,60,59,9.8
327,Sunland Park,US,2022-05-16 01:41:33,31.7965,-106.58,97.25,4,0,5.75
328,Balabac,PH,2022-05-16 01:41:33,7.9868,117.0645,85.96,68,100,3.33
329,Balkhash,KZ,2022-05-16 01:41:34,46.844,74.9804,59.61,47,0,8.95
330,Maldonado,UY,2022-05-16 01:41:26,-34.6667,-54.9167,55.22,73,95,15.14
331,Talcahuano,CL,2022-05-16 01:41:34,-36.7167,-73.1167,53.28,82,0,3.44
332,Erzin,TR,2022-05-16 01:41:35,36.9559,36.2,59.23,92,13,0.6
333,Quirinopolis,BR,2022-05-16 01:41:35,-18.4483,-50.4517,66.42,93,100,1.23
334,La Seyne-Sur-Mer,FR,2022-05-16 01:41:36,43.0982,5.8847,62.62,89,41,3.94
335,Dargaville,NZ,2022-05-16 01:41:37,-35.9333,173.8833,68.67,77,33,12.68
336,Atar,MR,2022-05-16 01:41:37,20.5169,-13.0499,88.7,17,100,9.33
337,Iralaya,HN,2022-05-16 01:41:38,15.0,-83.2333,79.16,84,33,6.89
338,Davenport,US,2022-05-16 01:41:38,41.5236,-90.5776,63.05,75,0,6.91
339,Valkeala,FI,2022-05-16 01:41:38,60.9401,26.7979,46.8,61,0,8.05
340,Fortuna,US,2022-05-16 01:41:39,40.5982,-124.1573,64.92,77,0,16.11
341,Broken Hill,AU,2022-05-16 01:41:39,-31.95,141.4333,64.27,51,1,8.39
342,Clinton,US,2022-05-16 01:41:40,42.587,-82.9199,68.07,84,100,4.61
343,Neiafu,TO,2022-05-16 01:41:40,-18.65,-173.9833,79.48,61,40,11.5
344,Petropavlovsk-Kamchatskiy,RU,2022-05-16 01:41:41,53.0452,158.6483,37.99,93,100,13.42
345,Bonthe,SL,2022-05-16 01:41:41,7.5264,-12.505,80.71,87,100,4.7
346,Wenling,CN,2022-05-16 01:41:42,28.3669,121.36,61.81,69,99,2.86
347,Bayanday,RU,2022-05-16 01:41:43,53.0661,105.5139,64.56,26,100,5.12
348,Namibe,AO,2022-05-16 01:41:45,-15.1961,12.1522,70.74,63,8,8.32
349,Palana,RU,2022-05-16 01:41:46,59.1167,159.9667,41.47,69,100,3.42
350,Vikhorevka,RU,2022-05-16 01:41:46,56.1201,101.1636,70.25,30,13,4.85
351,Smidovich,RU,2022-05-16 01:41:47,48.6,133.8167,57.7,31,87,15.7
352,Alekseyevka,RU,2022-05-16 01:41:47,50.6309,38.6903,44.76,96,53,10.83
353,Nelson Bay,AU,2022-05-16 01:41:48,-32.7167,152.15,73.0,58,0,1.99
354,Landeck,AT,2022-05-16 01:41:48,47.1301,10.5636,59.74,86,97,5.28
355,Gorlev,DK,2022-05-16 01:41:49,55.5393,11.2271,50.92,78,100,5.35
356,Kaitangata,NZ,2022-05-16 01:41:49,-46.2817,169.8464,57.74,61,0,2.44
357,Hammerfest,NO,2022-05-16 01:41:50,70.6634,23.6821,36.05,100,75,14.97
358,Mikun,RU,2022-05-16 01:41:51,62.3547,50.0771,46.42,94,99,3.8
359,Kodinsk,RU,2022-05-16 01:41:51,58.6881,99.1844,70.72,28,49,0.94
360,Ugoofaaru,MV,2022-05-16 01:42:52,5.6667,73.0,81.99,81,100,20.24
361,Honiara,SB,2022-05-16 01:42:52,-9.4333,159.95,85.51,68,22,4.74
362,Rudbar,AF,2022-05-16 01:42:53,30.15,62.6,72.81,25,0,11.5
363,Nhulunbuy,AU,2022-05-16 01:42:53,-12.2333,136.7667,84.81,54,20,9.22
364,Egvekinot,RU,2022-05-16 01:42:54,66.3167,-179.1667,28.51,84,100,2.24
365,Karasjok,NO,2022-05-16 01:42:54,69.4719,25.5112,34.0,100,100,8.21
366,Trapani,IT,2022-05-16 01:42:55,37.8333,12.6667,55.49,88,0,2.3
367,Ekhabi,RU,2022-05-16 01:42:55,53.5102,142.9671,35.92,100,100,8.32
368,Barra Da Estiva,BR,2022-05-16 01:42:56,-13.6261,-41.3269,61.57,94,100,1.28
369,Poum,NC,2022-05-16 01:42:56,-20.2333,164.0167,78.49,72,57,18.52
370,Geraldton,AU,2022-05-16 01:38:38,-28.7667,114.6,63.01,63,0,12.66
371,Ilo,PE,2022-05-16 01:42:57,-17.6394,-71.3375,63.82,84,29,6.55
372,Quetigny,FR,2022-05-16 01:42:57,47.3167,5.1167,67.66,72,0,4.61
373,Roma,US,2022-05-16 01:41:08,43.2128,-75.4557,67.95,84,89,0.78
374,Asau,RO,2022-05-16 01:42:58,46.4333,26.4,54.52,100,77,1.74
375,Wajima,JP,2022-05-16 01:42:58,37.4,136.9,63.28,55,75,3.44
376,Nsanje,MW,2022-05-16 01:42:59,-16.92,35.262,62.38,98,5,3.02
377,Gilbues,BR,2022-05-16 01:42:59,-9.8317,-45.3439,77.72,49,100,2.66
378,Xinzhi,CN,2022-05-16 01:43:00,36.4989,111.7047,70.29,19,0,4.32
379,Carutapera,BR,2022-05-16 01:43:00,-1.195,-46.02,76.75,95,100,5.91
380,Puerto Quijarro,BO,2022-05-16 01:43:01,-17.7833,-57.7667,68.5,83,95,5.32
381,Vila Velha,BR,2022-05-16 01:41:35,-20.3297,-40.2925,75.15,69,75,9.22
382,Mucurapo,TT,2022-05-16 01:43:02,10.6667,-61.5333,78.96,88,96,9.75
383,Obo,CF,2022-05-16 01:43:02,5.3998,26.4869,67.78,98,98,0.54
384,Oktyabrskoye,RU,2022-05-16 01:43:03,43.0645,44.7417,51.94,82,100,0.0
385,Half Moon Bay,US,2022-05-16 01:43:02,37.4636,-122.4286,71.02,75,100,29.93
386,Zanjan,IR,2022-05-16 01:43:03,36.6736,48.4787,60.24,48,45,5.3
387,Zyryanka,RU,2022-05-16 01:43:04,65.75,150.85,34.0,85,100,2.53
388,Inongo,CD,2022-05-16 01:43:04,-1.95,18.2667,70.59,91,26,1.21
389,Launceston,AU,2022-05-16 01:43:05,-41.45,147.1667,57.61,61,40,21.85
390,Baoro,CF,2022-05-16 01:43:05,5.6667,15.9667,67.77,94,96,0.45
391,San Jose,US,2022-05-16 01:43:06,37.3394,-121.895,73.9,52,40,14.97
392,Barlinek,PL,2022-05-16 01:39:13,52.9946,15.2186,43.59,81,52,4.7
393,Aras,ES,2022-05-16 01:43:07,42.5617,-2.356,54.01,82,0,2.3
394,La Joya,MX,2022-05-16 01:43:08,18.6667,-99.4667,88.16,51,59,3.6
395,Altamira,BR,2022-05-16 01:40:27,-3.2033,-52.2064,73.69,98,100,1.81
396,Latung,PH,2022-05-16 01:43:08,5.5,120.8833,82.62,72,33,3.91
397,Pacayas,CR,2022-05-16 01:43:09,9.8071,-84.0476,64.51,98,99,2.95
398,Kahului,US,2022-05-16 01:43:10,20.8947,-156.47,87.82,45,20,16.11
399,Panzhihua,CN,2022-05-16 01:43:10,26.5851,101.7128,66.22,71,100,0.58
400,Krasnoselkup,RU,2022-05-16 01:43:11,65.7,82.4667,50.59,98,100,7.58
401,Colchester,GB,2022-05-16 01:43:12,51.8892,0.9042,58.73,80,100,10.65
402,Maryville,US,2022-05-16 01:42:11,35.7565,-83.9705,73.35,84,9,4.09
403,Hibbing,US,2022-05-16 01:43:14,47.4272,-92.9377,61.95,33,100,11.5
404,Mossendjo,CG,2022-05-16 01:43:14,-2.9506,12.7261,69.42,99,15,0.29
405,Mackenzie,CA,2022-05-16 01:43:15,55.2999,-123.1698,55.62,47,100,6.91
406,Cumra,TR,2022-05-16 01:43:15,37.5732,32.7745,46.54,89,8,3.89
407,Moose Factory,CA,2022-05-16 01:43:16,51.2585,-80.6094,59.0,67,100,3.44
408,Stabat,ID,2022-05-16 01:43:16,3.761,98.4513,79.0,97,100,2.77
409,Beyneu,KZ,2022-05-16 01:44:17,45.3167,55.2,64.56,51,0,6.55
410,Pochutla,MX,2022-05-16 01:44:17,15.7432,-96.4661,84.81,64,100,7.07
411,Muroto,JP,2022-05-16 01:44:18,33.2833,134.15,61.07,80,100,5.91
412,Huarmey,PE,2022-05-16 01:44:19,-10.0681,-78.1522,65.46,81,85,9.26
413,Zalari,RU,2022-05-16 01:44:19,53.5584,102.5065,64.24,31,100,3.6
414,Mikhaylovka,RU,2022-05-16 01:44:20,50.06,43.2379,46.78,95,96,8.12
415,Meadow Lake,US,2022-05-16 01:44:20,34.8014,-106.5436,89.08,22,15,5.03
416,Presidencia Roque Saenz Pena,AR,2022-05-16 01:44:21,-26.7852,-60.4388,51.82,67,0,7.43
417,Samana,DO,2022-05-16 01:44:21,19.2056,-69.3369,76.75,85,98,7.36
418,Wilmington,US,2022-05-16 01:41:28,34.2257,-77.9447,73.31,79,0,10.36
419,Kampene,CD,2022-05-16 01:44:22,-3.6,26.6667,67.73,98,44,1.39
420,Chinhoyi,ZW,2022-05-16 01:44:22,-17.3667,30.2,52.95,79,0,5.41
421,Srednekolymsk,RU,2022-05-16 01:44:23,67.45,153.6833,33.91,98,100,13.49
422,Verkh-Usugli,RU,2022-05-16 01:44:23,52.7,115.1667,59.83,27,100,12.44
423,Acapulco,MX,2022-05-16 01:44:24,16.8634,-99.8901,82.69,69,41,9.33
424,Cayambe,EC,2022-05-16 01:44:24,0.05,-78.1333,52.86,90,61,6.42
425,Ngama,TD,2022-05-16 01:44:25,11.7833,17.1667,85.71,47,89,1.88
426,Constitucion,CL,2022-05-16 01:44:25,-35.3333,-72.4167,55.9,56,94,3.22
427,Victor Harbor,AU,2022-05-16 01:44:26,-35.5667,138.6167,62.01,63,42,1.99
428,Nova Odesa,UA,2022-05-16 01:44:26,47.3078,31.7851,50.56,77,5,6.98
429,Pascagoula,US,2022-05-16 01:44:27,30.3658,-88.5561,75.25,84,100,5.53
430,Cuamba,MZ,2022-05-16 01:44:27,-14.8031,36.5372,58.57,98,13,3.6
431,Torbay,CA,2022-05-16 01:40:47,47.6666,-52.7314,32.29,86,75,4.61
432,Celestun,MX,2022-05-16 01:44:28,20.8667,-90.4,77.38,73,0,15.14
433,Deputatskiy,RU,2022-05-16 01:44:29,69.3,139.9,21.06,93,100,17.07
434,Aykhal,RU,2022-05-16 01:44:29,66.0,111.5,37.26,92,100,3.33
435,Porto Murtinho,BR,2022-05-16 01:44:30,-21.6989,-57.8825,62.42,68,0,6.87
436,Sobolevo,RU,2022-05-16 01:44:30,54.4299,31.8996,37.47,89,13,9.15
437,Jablah,SY,2022-05-16 01:44:31,35.3614,35.9256,68.29,77,75,9.22
438,Chandler,US,2022-05-16 01:42:39,33.3062,-111.8412,103.05,5,0,4.61
439,Bela,IN,2022-05-16 01:44:32,25.9333,81.9833,96.87,22,10,5.77
440,Saint-Pierre,RE,2022-05-16 01:44:32,-21.3393,55.4781,69.48,73,75,4.61
441,Cumbitara,CO,2022-05-16 01:44:33,1.6517,-77.5823,60.4,98,99,1.74
442,Praia,CV,2022-05-16 01:44:33,14.9215,-23.5087,81.14,41,0,20.71
443,Ust-Nera,RU,2022-05-16 01:44:33,64.5667,143.2,36.9,97,100,5.03
444,Maragogi,BR,2022-05-16 01:44:34,-9.0122,-35.2225,77.47,85,95,3.83
445,Ilanskiy,RU,2022-05-16 01:44:34,56.2358,96.065,68.0,51,100,11.23
446,Japura,ID,2022-05-16 01:44:35,-0.3167,102.35,83.01,83,67,1.99
447,Rocha,UY,2022-05-16 01:44:35,-34.4833,-54.3333,48.47,59,38,11.05
448,Jian,CN,2022-05-16 01:44:36,27.1172,114.9793,64.13,76,100,6.98
449,Inuvik,CA,2022-05-16 01:44:36,68.3499,-133.7218,41.76,79,75,6.91
450,Tura,IN,2022-05-16 01:44:25,25.5198,90.2201,77.29,94,100,7.23
451,Benito Juarez,MX,2022-05-16 01:44:37,19.385,-99.165,76.82,21,20,13.8
452,Saint Anthony,US,2022-05-16 01:40:44,45.0205,-93.218,69.73,31,0,13.8
453,Camana,PE,2022-05-16 01:44:38,-16.6228,-72.7111,64.58,87,7,7.16
454,Hasaki,JP,2022-05-16 01:44:39,35.7333,140.8333,57.6,93,100,16.69
455,Faya,SA,2022-05-16 01:44:39,18.3851,42.4509,62.71,12,3,6.06
456,Astana,KZ,2022-05-16 01:41:37,51.1801,71.446,60.75,51,20,8.95
457,Dingzhou,CN,2022-05-16 01:44:40,38.5131,114.9956,71.71,12,0,8.3
458,Taybad,IR,2022-05-16 01:44:40,34.74,60.7756,65.61,28,0,5.41
459,Bad Windsheim,DE,2022-05-16 01:45:41,49.5,10.4167,60.73,80,0,0.0
460,Labuhan,ID,2022-05-16 01:45:41,-6.8844,112.2051,83.75,76,67,4.54
461,Aklavik,CA,2022-05-16 01:45:42,68.2191,-135.0107,32.22,98,100,8.19
462,Shu,KZ,2022-05-16 01:45:42,43.5983,73.7614,62.17,64,0,2.48
463,Mocuba,MZ,2022-05-16 01:45:43,-16.8392,36.9856,62.64,98,47,3.33
464,Northam,GB,2022-05-16 01:45:43,51.0333,-4.2167,57.61,94,97,10.4
465,Borger,NL,2022-05-16 01:45:44,52.9233,6.7931,56.82,77,56,9.62
466,Bintulu,MY,2022-05-16 01:45:44,3.1667,113.0333,81.01,88,20,3.44
467,Miraflores,MX,2022-05-16 01:45:45,19.2167,-98.8083,75.85,40,24,5.39
468,Rawson,AR,2022-05-16 01:45:46,-43.3002,-65.1023,48.92,75,20,9.69
469,Aswan,EG,2022-05-16 01:45:46,24.0934,32.907,83.5,15,100,13.8
470,Muyezerskiy,RU,2022-05-16 01:45:47,63.9333,31.65,40.55,95,100,3.98
471,Sorong,ID,2022-05-16 01:45:47,-0.8833,131.25,84.97,67,85,6.51
472,Sao Felix Do Xingu,BR,2022-05-16 01:45:48,-6.6447,-51.995,73.72,96,100,0.81
473,Najran,SA,2022-05-16 01:45:48,17.4924,44.1277,65.05,9,4,2.64
474,Bani Walid,LY,2022-05-16 01:45:49,31.7566,13.9942,72.84,24,0,8.57
475,Barcelos,PT,2022-05-16 01:45:49,41.5388,-8.6151,62.92,90,99,10.98
476,Hervey Bay,AU,2022-05-16 01:42:27,-25.2986,152.8535,77.27,76,1,2.98
477,Kieta,PG,2022-05-16 01:45:50,-6.2167,155.6333,83.84,72,65,4.16
478,Pangai,TO,2022-05-16 01:45:51,-19.8,-174.35,80.71,50,20,12.66
479,Douazeci Si Trei August,RO,2022-05-16 01:45:51,43.9167,28.5833,57.47,78,34,7.52
480,Isfana,KG,2022-05-16 01:45:52,39.8386,69.5306,54.16,50,4,2.15
481,Conneaut,US,2022-05-16 01:45:52,41.9476,-80.5542,68.45,78,100,7.7
482,Matagami,CA,2022-05-16 01:45:53,49.7502,-77.6328,64.51,63,100,0.0
483,Ngunguru,NZ,2022-05-16 01:45:53,-35.6167,174.5,71.35,64,3,9.26
484,Shimoda,JP,2022-05-16 01:45:54,34.6667,138.95,61.16,92,100,10.49
485,Berlevag,NO,2022-05-16 01:45:54,70.8578,29.0864,37.35,75,100,13.8
486,Stettler,CA,2022-05-16 01:45:55,52.3168,-112.7186,64.15,24,100,4.61
487,Ciudad Bolivar,VE,2022-05-16 01:45:55,8.1222,-63.5497,81.34,73,96,12.66
488,Severo-Yeniseyskiy,RU,2022-05-16 01:45:56,60.3725,93.0408,58.21,63,100,7.34
489,Goderich,CA,2022-05-16 01:43:43,43.7501,-81.7165,61.12,82,100,5.75
490,Maun,BW,2022-05-16 01:45:56,-19.9833,23.4167,58.96,51,0,9.22
491,Misratah,LY,2022-05-16 01:45:57,32.3754,15.0925,71.02,45,0,9.66
492,Bahia Blanca,AR,2022-05-16 01:45:57,-38.7196,-62.2724,51.1,76,77,14.38
493,Den Helder,NL,2022-05-16 01:43:32,52.9599,4.7593,59.02,83,40,14.0
494,Marau,BR,2022-05-16 01:45:58,-28.4492,-52.2,54.14,96,99,6.87
495,Kurumkan,RU,2022-05-16 01:45:58,54.3,110.3,64.26,26,36,1.92
496,Kattivakkam,IN,2022-05-16 01:45:59,13.2167,80.3167,82.49,88,100,7.83
497,Fort Dix,US,2022-05-16 01:46:00,40.0298,-74.6185,71.78,81,0,4.61
498,San Carlos Del Zulia,VE,2022-05-16 01:46:00,9.0,-71.9135,79.0,83,93,3.78
499,Voh,NC,2022-05-16 01:46:01,-20.9667,164.7,83.46,55,79,7.47
500,Mufulira,ZM,2022-05-16 01:46:01,-12.5498,28.2407,49.8,86,0,4.12
501,Nanakuli,US,2022-05-16 01:46:02,21.3906,-158.1547,80.55,71,100,6.91
502,Samarai,PG,2022-05-16 01:46:03,-10.6167,150.6667,82.85,70,2,5.84
503,Kudahuvadhoo,MV,2022-05-16 01:46:03,2.6708,72.8944,83.57,76,99,18.61
504,Maromitsa,RU,2022-05-16 01:47:04,59.8683,48.0123,42.1,94,93,3.02
505,Rietavas,LT,2022-05-16 01:47:04,55.7194,21.9311,37.26,76,5,2.95
506,Mehamn,NO,2022-05-16 01:47:05,71.0357,27.8492,37.31,85,100,10.78
507,Wasilla,US,2022-05-16 01:46:49,61.5814,-149.4394,56.66,38,75,8.05
508,Ayagoz,KZ,2022-05-16 01:47:05,47.9714,80.4392,58.91,69,5,3.06
509,Sao Joao Da Barra,BR,2022-05-16 01:47:06,-21.6403,-41.0511,71.98,86,24,11.63
510,Pareora,NZ,2022-05-16 01:47:07,-44.4871,171.2132,56.17,96,88,11.32
511,Sisimiut,GL,2022-05-16 01:47:07,66.9395,-53.6735,25.74,66,2,9.13
512,Ekibastuz,KZ,2022-05-16 01:42:26,51.6667,75.3667,66.42,43,100,13.56
513,Hobyo,SO,2022-05-16 01:47:08,5.3505,48.5268,79.21,82,2,24.67
514,Riyadh,SA,2022-05-16 01:45:53,24.6877,46.7219,69.94,10,0,6.55
515,Tabriz,IR,2022-05-16 01:47:08,38.08,46.2919,54.86,76,0,0.0
516,Polovinnoye,RU,2022-05-16 01:47:09,54.7914,65.9864,54.97,91,100,10.51
517,Chapais,CA,2022-05-16 01:47:10,49.7834,-74.8492,56.98,96,100,6.91
518,Ganzhou,CN,2022-05-16 01:47:10,28.8184,115.4327,68.56,70,90,1.14
519,Salinopolis,BR,2022-05-16 01:47:11,-0.6136,-47.3561,79.32,88,100,10.45
520,Kangaatsiaq,GL,2022-05-16 01:47:12,68.3065,-53.4641,16.39,94,9,4.07
521,Ouargaye,BF,2022-05-16 01:47:12,11.5033,0.0572,88.3,44,100,11.14
522,Sakakah,SA,2022-05-16 01:47:13,29.9697,40.2064,74.77,26,18,8.32
523,Morwell,AU,2022-05-16 01:47:13,-38.2333,146.4,60.35,53,47,9.35
524,Mahon,ES,2022-05-16 01:47:14,39.8885,4.2658,63.16,88,20,5.75
525,Lukoyanov,RU,2022-05-16 01:47:15,55.0277,44.4786,42.48,91,53,6.26
526,La Ligua,CL,2022-05-16 01:47:15,-32.4524,-71.2311,57.24,67,36,1.01
527,Oranjemund,NA,2022-05-16 01:47:16,-28.55,16.4333,71.35,26,0,14.34
528,Lashio,MM,2022-05-16 01:47:16,22.9333,97.75,70.41,93,100,0.38
529,Roncesvalles,CO,2022-05-16 01:47:17,4.0108,-75.6049,51.42,90,89,2.39
530,Lompoc,US,2022-05-16 01:47:18,34.6391,-120.4579,60.94,84,100,30.0
531,Muravlenko,RU,2022-05-16 01:47:18,63.7898,74.523,53.55,68,93,9.78
532,Amanganj,IN,2022-05-16 01:47:19,24.4333,80.0333,97.77,17,91,20.29
533,Manicore,BR,2022-05-16 01:47:19,-5.8092,-61.3003,78.75,94,100,0.0
534,Amahai,ID,2022-05-16 01:47:20,-3.3333,128.9167,85.26,68,58,3.04
535,Urengoy,RU,2022-05-16 01:47:21,65.9667,78.3667,51.22,76,100,6.04
536,Santander Jimenez,MX,2022-05-16 01:47:21,24.2167,-98.4667,78.96,63,0,14.56
537,Quatre Cocos,MU,2022-05-16 01:47:22,-20.2078,57.7625,73.51,84,38,13.04
538,Paamiut,GL,2022-05-16 01:47:22,61.994,-49.6678,32.5,73,4,7.65
539,Ahipara,NZ,2022-05-16 01:47:23,-35.1667,173.1667,68.05,79,9,12.03
540,Badarwas,IN,2022-05-16 01:47:23,24.9667,77.5667,91.92,14,85,15.57
541,Guiren,CN,2022-05-16 01:47:24,33.6697,118.1889,72.0,32,0,13.89
542,Alausi,EC,2022-05-16 01:47:24,-2.2,-78.8333,49.17,87,98,7.05
543,Neryungri,RU,2022-05-16 01:47:25,56.6709,124.6491,32.77,94,100,5.32
544,Cacu,BR,2022-05-16 01:47:25,-18.5567,-51.1308,66.83,97,100,0.25
545,Conceicao Da Barra,BR,2022-05-16 01:47:26,-18.5933,-39.7322,73.0,80,32,6.67
546,Caruray,PH,2022-05-16 01:47:26,10.3094,119.0128,86.4,68,79,2.8
547,Strelka,RU,2022-05-16 01:47:27,58.0728,93.0344,61.77,78,100,6.78
548,Esmeralda,CU,2022-05-16 01:47:27,21.8525,-78.1169,73.78,88,100,4.05
549,Kushmurun,KZ,2022-05-16 01:47:28,52.4503,64.6311,58.35,73,100,14.36
550,Vestmannaeyjar,IS,2022-05-16 01:47:28,63.4427,-20.2734,48.63,92,100,19.13
551,Svetlogorsk,BY,2022-05-16 01:47:29,52.6333,29.7333,41.63,89,76,7.05
552,Abu Zabad,SD,2022-05-16 01:47:29,12.35,29.25,78.24,65,92,14.67
553,Taree,AU,2022-05-16 01:48:30,-31.9,152.4667,75.06,72,64,2.98
554,Zabid,YE,2022-05-16 01:48:30,14.1951,43.3152,82.31,46,0,3.62
555,Morant Bay,JM,2022-05-16 01:48:31,17.8815,-76.4093,82.02,87,100,10.51
556,Cayenne,GF,2022-05-16 01:48:31,4.9333,-52.3333,82.09,1,75,4.0
557,Ouadda,CF,2022-05-16 01:48:32,8.0777,22.4007,69.46,83,100,2.86
558,Simplicio Mendes,BR,2022-05-16 01:48:32,-7.8539,-41.9103,76.14,64,91,4.47
