City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
91,Tubuala,PA,2022-05-16 01:34:15,9.5167,-79.0333,79.45,88,100,5.35
92,Faanui,PF,2022-05-16 01:34:16,-16.4833,-151.75,80.78,72,23,8.63
93,Sitka,US,2022-05-16 01:34:16,57.0531,-135.33,53.49,50,20,12.66
94,Tasiilaq,GL,2022-05-16 01:34:17,65.6145,-37.6368,33.96,95,100,7.45
95,Clyde River,CA,2022-05-16 01:34:17,70.4692,-68.5914,21.43,93,20,5.75
96,Vila Franca Do Campo,PT,2022-05-16 01:34:18,37.7167,-25.4333,65.19,90,78,31.21
97,Zambezi,ZM,2022-05-16 01:34:18,-13.5432,23.1047,53.11,62,0,6.96
98,Ukiah,US,2022-05-16 01:34:19,39.1502,-123.2078,73.85,35,0,14.97
99,Cape Town,ZA,2022-05-16 01:30:34,-33.9258,18.4232,63.12,93,0,4.61
100,Yumen,CN,2022-05-16 01:34:19,40.2833,97.2,62.62,8,40,12.03
101,Butaritari,KI,2022-05-16 01:34:20,3.0707,172.7902,81.91,73,38,11.01
102,Avarua,CK,2022-05-16 01:34:20,-21.2078,-159.775,78.85,65,75,3.44
103,Vurgun,AZ,2022-05-16 01:34:21,41.0942,45.4716,58.41,80,83,5.19
104,Ponta Delgada,PT,2022-05-16 01:34:21,37.7333,-25.6667,65.5,77,75,34.52
105,Vila,PT,2022-05-16 01:34:22,42.0304,-8.1588,49.08,90,100,5.66
106,Danville,US,2022-05-16 01:32:23,36.586,-79.395,72.25,91,100,6.91
107,Jamestown,US,2022-05-16 01:34:22,42.097,-79.2353,65.01,69,31,1.99
108,Bako,ET,2022-05-16 01:34:23,5.7833,36.5667,65.39,74,91,3.76
109,Port Alfred,ZA,2022-05-16 01:34:23,-33.5906,26.891,61.81,82,0,8.55
110,Itoman,JP,2022-05-16 01:34:24,26.1247,127.6694,66.22,94,75,17.27
111,Bambous Virieux,MU,2022-05-16 01:34:24,-20.3428,57.7575,73.65,88,40,6.91
112,Flinders,AU,2022-05-16 01:34:25,-34.5833,150.8552,74.05,61,0,11.01
113,Massillon,US,2022-05-16 01:34:25,40.7967,-81.5215,73.6,74,100,2.26
114,Saint-Philippe,RE,2022-05-16 01:34:26,-21.3585,55.7679,69.39,87,77,11.86
115,Ariquemes,BR,2022-05-16 01:34:26,-9.9133,-63.0408,73.87,96,100,2.04
116,Mount Isa,AU,2022-05-16 01:34:27,-20.7333,139.5,80.37,44,0,12.66
117,Eureka,US,2022-05-16 01:34:27,40.8021,-124.1637,68.67,74,3,8.01
118,Saint-Augustin,CA,2022-05-16 01:34:28,51.226,-58.6502,39.06,59,73,5.03
119,Whitehorse,CA,2022-05-16 01:34:28,60.7161,-135.0538,50.77,33,75,10.0
120,Seymchan,RU,2022-05-16 01:34:29,62.8833,152.4333,44.49,75,100,5.19
121,Inhambane,MZ,2022-05-16 01:34:29,-23.865,35.3833,69.93,81,63,9.48
122,Kavaratti,IN,2022-05-16 01:34:30,10.5669,72.642,79.97,83,100,14.65
123,Dezhou,CN,2022-05-16 01:34:31,37.4486,116.2925,80.11,13,0,10.47
124,Katsuura,JP,2022-05-16 01:34:31,35.1333,140.3,59.67,95,100,7.2
125,Havelock,US,2022-05-16 01:34:31,34.8791,-76.9013,73.38,88,0,5.75
126,Mercedes,AR,2022-05-16 01:34:32,-34.6515,-59.4307,53.78,53,100,13.91
127,Beloha,MG,2022-05-16 01:31:02,-25.1667,45.05,66.4,86,0,11.77
128,Barrow,US,2022-05-16 01:34:33,71.2906,-156.7887,33.82,80,100,6.91
129,Codrington,AU,2022-05-16 01:34:33,-38.2667,141.9667,56.01,65,96,15.7
130,Bengkulu,ID,2022-05-16 01:34:34,-3.8004,102.2655,79.11,86,83,2.21
131,Mizdah,LY,2022-05-16 01:34:34,31.4451,12.9801,69.03,27,2,3.87
132,Sambava,MG,2022-05-16 01:34:35,-14.2667,50.1667,71.13,79,4,9.24
133,Taltal,CL,2022-05-16 01:30:20,-25.4,-70.4833,59.2,81,100,3.09
134,Portland,US,2022-05-16 01:32:04,45.5234,-122.6762,67.89,62,1,8.01
135,Ponta Do Sol,PT,2022-05-16 01:34:36,32.6667,-17.1,70.0,84,37,6.15
136,Talara,PE,2022-05-16 01:34:36,-4.5772,-81.2719,67.3,82,93,16.78
137,Boyolangu,ID,2022-05-16 01:35:37,-8.1181,111.8935,83.35,70,71,4.79
138,Vaini,TO,2022-05-16 01:35:38,-21.2,-175.2,77.16,73,40,6.91
139,Cidreira,BR,2022-05-16 01:35:39,-30.1811,-50.2056,59.02,79,97,14.27
140,Victoria,HK,2022-05-16 01:34:39,22.2855,114.1577,68.25,90,100,8.99
141,Pangnirtung,CA,2022-05-16 01:35:40,66.1451,-65.7125,14.56,87,34,6.49
142,Tukrah,LY,2022-05-16 01:35:40,32.5341,20.5791,64.72,50,0,3.22
143,San Patricio,US,2022-05-16 01:35:41,28.017,-97.5169,84.54,76,0,14.18
144,Mangrol,IN,2022-05-16 01:35:42,21.1167,70.1167,83.62,75,0,12.55
145,Okhotsk,RU,2022-05-16 01:35:42,59.3833,143.3,33.15,98,100,35.39
146,Hovd,MN,2022-05-16 01:35:43,48.0056,91.6419,65.3,16,100,4.41
147,Port Elizabeth,ZA,2022-05-16 01:35:43,-33.918,25.5701,55.69,98,0,2.3
148,Ola,RU,2022-05-16 01:35:44,59.5833,151.2833,41.14,85,90,26.26
149,Waiouru,NZ,2022-05-16 01:35:45,-39.4833,175.6667,55.54,95,100,7.61
150,Brae,GB,2022-05-16 01:35:45,60.3964,-1.353,48.24,91,97,9.31
151,Axim,GH,2022-05-16 01:35:46,4.8699,-2.2405,78.62,88,92,2.3
152,Richards Bay,ZA,2022-05-16 01:35:46,-28.783,32.0377,65.34,86,59,2.51
153,Khasan,RU,2022-05-16 01:35:47,42.4308,130.6434,55.38,63,81,8.48
154,Bettiah,IN,2022-05-16 01:35:48,26.8,84.5,91.0,52,0,12.66
155,Isangel,VU,2022-05-16 01:34:12,-19.55,169.2667,79.23,71,37,15.35
156,East London,ZA,2022-05-16 01:35:48,-33.0153,27.9116,60.93,83,0,7.2
157,Shelburne,CA,2022-05-16 01:34:34,44.0787,-80.2041,66.99,76,100,11.83
158,Arraial Do Cabo,BR,2022-05-16 01:35:49,-22.9661,-42.0278,73.18,85,7,15.17
159,Balgazyn,RU,2022-05-16 01:35:49,51.0,95.2,69.96,17,16,3.38
160,Nemuro,JP,2022-05-16 01:35:50,43.3236,145.575,48.51,72,20,16.17
161,Severo-Kurilsk,RU,2022-05-16 01:35:50,50.6789,156.125,36.5,98,100,13.42
162,Perth,AU,2022-05-16 01:33:10,-31.9333,115.8333,63.66,67,20,8.05
163,Touros,BR,2022-05-16 01:35:51,-5.1989,-35.4608,76.8,90,86,7.63
164,Chermoz,RU,2022-05-16 01:35:52,58.787,56.1489,43.79,89,45,4.81
165,Hamilton,US,2022-05-16 01:33:00,39.1834,-84.5333,74.03,65,0,0.0
166,Cawayan,PH,2022-05-16 01:35:52,9.9718,122.6249,85.21,67,99,1.88
167,Lagoa,PT,2022-05-16 01:35:53,39.05,-27.9833,56.73,83,1,53.6
168,Nikolayevsk-Na-Amure,RU,2022-05-16 01:35:53,53.1406,140.73,40.8,98,100,3.36
169,Batemans Bay,AU,2022-05-16 01:35:54,-35.7167,150.1833,64.09,43,0,5.7
170,Dunedin,NZ,2022-05-16 01:35:54,-45.8742,170.5036,59.81,63,2,3.0
171,Fukue,JP,2022-05-16 01:35:55,32.6881,128.8419,66.56,55,75,6.91
172,Mar Del Plata,AR,2022-05-16 01:33:53,-38.0023,-57.5575,53.94,79,40,10.36
173,Kodiak,US,2022-05-16 01:35:56,57.79,-152.4072,47.71,66,0,9.22
174,Klaksvik,FO,2022-05-16 01:35:56,62.2266,-6.589,47.32,97,67,12.17
175,Berezovyy,RU,2022-05-16 01:35:57,51.6667,135.7,50.94,44,100,8.63
176,Montague,US,2022-05-16 01:35:57,42.5356,-72.5351,68.25,72,100,4.36
177,Fort Nelson,CA,2022-05-16 01:35:58,58.8053,-122.7002,62.19,29,75,11.5
178,Oranjestad,AW,2022-05-16 01:35:58,12.524,-70.027,80.55,83,40,21.85
179,Bereda,ES,2022-05-16 01:35:59,43.2686,-7.5406,60.42,69,100,8.25
180,Svetlaya,RU,2022-05-16 01:36:59,46.5389,138.3297,53.85,52,32,9.42
181,Waipawa,NZ,2022-05-16 01:37:00,-41.4122,175.5153,56.14,96,100,5.46
182,Suntar,RU,2022-05-16 01:37:00,62.1444,117.6319,45.14,55,14,8.1
183,Verkhoyansk,RU,2022-05-16 01:37:01,67.5447,133.385,28.9,79,100,6.58
184,Phan Thiet,VN,2022-05-16 01:37:01,10.9333,108.1,85.62,74,100,4.94
185,Isla Mujeres,MX,2022-05-16 01:37:07,21.2311,-86.731,78.85,66,0,9.66
186,Hobart,AU,2022-05-16 01:37:07,-42.8794,147.3294,52.27,72,75,17.27
187,Olafsvik,IS,2022-05-16 01:37:08,64.8945,-23.7142,47.05,92,100,13.44
188,Camacha,PT,2022-05-16 01:37:08,33.0833,-16.3333,63.82,88,0,4.61
189,Nurota,UZ,2022-05-16 01:37:09,40.5614,65.6886,69.75,42,5,1.1
190,Solwezi,ZM,2022-05-16 01:37:09,-12.1688,26.3894,49.08,78,0,4.27
191,Lata,PT,2022-05-16 01:37:10,40.1629,-8.3327,58.91,93,100,4.38
192,Sabha,LY,2022-05-16 01:37:10,27.0377,14.4283,68.68,19,0,10.33
193,San Felipe,VE,2022-05-16 01:37:11,10.3399,-68.7425,73.92,95,100,4.21
194,Bandarbeyla,SO,2022-05-16 01:37:12,9.4942,50.8122,81.72,76,100,17.78
195,Lorengau,PG,2022-05-16 01:37:12,-2.0226,147.2712,84.9,62,71,5.53
196,Jiangyou,CN,2022-05-16 01:37:12,31.7667,104.7167,63.95,67,97,2.82
197,Villa De Reyes,MX,2022-05-16 01:37:13,21.8,-100.9333,69.12,40,1,11.81
198,Tautira,PF,2022-05-16 01:37:13,-17.7333,-149.15,81.3,73,100,14.97
199,Saskylakh,RU,2022-05-16 01:37:14,71.9167,114.0833,33.78,100,100,5.06
200,Port Hardy,CA,2022-05-16 01:37:15,50.6996,-127.4199,48.38,93,100,0.0
201,Salalah,OM,2022-05-16 01:37:15,17.0151,54.0924,82.49,51,6,6.91
202,Chajul,GT,2022-05-16 01:37:17,15.4853,-91.0342,71.64,91,100,2.1
203,Hay River,CA,2022-05-16 01:36:56,60.8156,-115.7999,48.18,57,40,11.5
204,Hami,CN,2022-05-16 01:37:17,42.8,93.45,73.56,5,99,9.53
205,Tecolutilla,MX,2022-05-16 01:37:18,18.2833,-93.3167,78.85,74,29,10.0
206,Kalyazin,RU,2022-05-16 01:37:18,57.2403,37.8433,46.02,83,96,10.65
207,Fare,PF,2022-05-16 01:37:19,-16.7,-151.0167,81.57,67,38,9.24
208,Narsaq,GL,2022-05-16 01:37:19,60.9167,-46.05,37.62,68,45,2.57
209,Benalla,AU,2022-05-16 01:37:20,-36.55,145.9833,61.86,58,51,10.87
210,Svetlyy,RU,2022-05-16 01:37:20,54.675,20.1347,35.65,80,18,2.77
211,Miri,MY,2022-05-16 01:37:21,4.4148,114.0089,86.14,84,20,3.44
212,Loandjili,CG,2022-05-16 01:37:21,-4.7561,11.8578,78.91,94,75,3.44
213,Ribeira Grande,PT,2022-05-16 01:37:22,38.5167,-28.7,57.34,80,17,38.83
214,Leh,IN,2022-05-16 01:35:10,34.1667,77.5833,46.26,48,19,4.25
215,Lazaro Cardenas,MX,2022-05-16 01:37:23,17.9583,-102.2,79.68,66,82,6.33
216,San Rafael,AR,2022-05-16 01:36:55,-34.6177,-68.3301,45.39,44,2,5.88
217,Zhanaozen,KZ,2022-05-16 01:37:23,43.3,52.8,64.04,46,38,7.27
218,Kendari,ID,2022-05-16 01:37:24,-3.945,122.4989,86.45,68,14,2.98
219,Kupang,ID,2022-05-16 01:37:24,-10.1667,123.5833,86.54,60,7,3.51
220,Armidale,AU,2022-05-16 01:37:25,-30.5167,151.65,65.64,78,75,5.7
221,Sungaipenuh,ID,2022-05-16 01:37:25,-2.0833,101.3833,75.02,74,59,2.57
222,Castro,BR,2022-05-16 01:37:26,-24.7911,-50.0119,52.63,98,8,4.76
223,Ryotsu,JP,2022-05-16 01:37:26,38.0833,138.4333,61.52,48,100,2.42
224,Kambam,ID,2022-05-16 01:37:27,5.2505,96.8629,80.96,78,100,3.69
225,Mwinilunga,ZM,2022-05-16 01:37:27,-11.7358,24.4293,51.35,70,0,4.92
226,Baijiantan,CN,2022-05-16 01:38:28,45.6333,85.1833,72.3,36,100,2.98
227,Karratha,AU,2022-05-16 01:38:28,-20.7377,116.8463,81.14,28,11,19.69
228,Nanortalik,GL,2022-05-16 01:38:30,60.1432,-45.2371,30.69,83,98,6.29
229,Omboue,GA,2022-05-16 01:38:31,-1.5746,9.2618,77.67,93,100,5.88
230,Hilo,US,2022-05-16 01:34:25,19.7297,-155.09,83.28,76,75,13.8
231,Itarema,BR,2022-05-16 01:38:31,-2.9248,-39.9167,76.15,92,63,9.31
232,Megion,RU,2022-05-16 01:38:32,61.0296,76.1136,59.02,57,35,9.33
233,Carnduff,CA,2022-05-16 01:38:32,49.1667,-101.8009,54.54,60,12,6.91
234,Pitimbu,BR,2022-05-16 01:38:33,-7.4706,-34.8086,77.59,85,36,5.84
235,Plettenberg Bay,ZA,2022-05-16 01:38:33,-34.0527,23.3716,61.07,52,0,4.99
236,Iberia,US,2022-05-16 01:38:34,29.9502,-91.7507,82.47,74,100,6.91
237,Mitsamiouli,KM,2022-05-16 01:38:34,-11.3847,43.2844,79.16,68,5,5.75
238,Comodoro Rivadavia,AR,2022-05-16 01:38:35,-45.8667,-67.5,37.26,87,0,6.91
239,Tucupita,VE,2022-05-16 01:38:35,9.0622,-62.051,74.64,98,75,3.2
240,Zhigalovo,RU,2022-05-16 01:38:36,54.8097,105.1578,64.9,41,100,4.07
241,Angleton,US,2022-05-16 01:38:36,29.1694,-95.4319,82.53,74,0,11.3
242,Saurimo,AO,2022-05-16 01:38:37,-9.6608,20.3916,60.69,60,0,5.79
243,Manali,IN,2022-05-16 01:38:37,13.1667,80.2667,82.49,88,100,7.54
244,Lakeside,US,2022-05-16 01:38:38,30.13,-81.7682,75.11,89,40,6.91
245,Mahibadhoo,MV,2022-05-16 01:38:39,3.7833,72.9667,83.41,78,100,19.01
246,Saldanha,ZA,2022-05-16 01:38:39,-33.0117,17.9442,57.25,43,0,8.5
247,Husavik,IS,2022-05-16 01:38:40,66.0449,-17.3389,45.1,83,42,7.72
248,San Andres,CO,2022-05-16 01:34:14,12.5847,-81.7006,80.62,94,75,9.22
249,Sechura,PE,2022-05-16 01:38:41,-5.5569,-80.8222,67.14,76,71,14.61
250,Gold Coast,AU,2022-05-16 01:38:41,-28.0,153.4333,79.03,87,75,6.91
251,Vuktyl,RU,2022-05-16 01:38:41,63.8567,57.3094,43.03,97,100,2.44
252,Lamu,KE,2022-05-16 01:38:42,-2.2717,40.902,77.22,81,69,15.66
253,Vao,NC,2022-05-16 01:38:43,-22.6667,167.4833,73.98,73,30,16.91
254,Talnakh,RU,2022-05-16 01:38:43,69.4865,88.3972,45.21,92,100,8.59
255,Fairview,US,2022-05-16 01:38:43,40.8126,-73.999,72.66,78,0,6.91
256,Semey,KZ,2022-05-16 01:35:17,50.4111,80.2275,61.02,67,0,6.71
257,Smirnykh,RU,2022-05-16 01:38:44,49.75,142.8333,52.41,57,17,12.57
258,Naryan-Mar,RU,2022-05-16 01:38:45,67.6713,53.087,35.19,92,100,11.88
259,Viransehir,TR,2022-05-16 01:38:45,37.2353,39.7631,55.69,83,0,5.1
260,Toba,JP,2022-05-16 01:38:47,34.4833,136.85,62.6,77,100,1.99
261,Balykshi,KZ,2022-05-16 01:38:48,47.0667,51.8667,51.8,93,12,4.47
262,Kailua,US,2022-05-16 01:36:19,21.4022,-157.7394,81.14,71,100,11.5
263,Wum,CM,2022-05-16 01:38:48,6.3833,10.0667,64.99,92,95,4.07
264,Pemangkat,ID,2022-05-16 01:38:49,1.1667,108.9667,85.17,72,73,3.71
265,Varna,BG,2022-05-16 01:38:49,43.2167,27.9167,59.43,100,15,2.3
266,Abu Samrah,SY,2022-05-16 01:38:50,35.3029,37.1841,59.92,79,0,14.36
267,Presidente Medici,BR,2022-05-16 01:38:55,-11.1753,-61.9014,73.98,93,91,1.39
268,Namatanai,PG,2022-05-16 01:38:59,-3.6667,152.4333,85.1,62,100,2.68
269,Yajalon,MX,2022-05-16 01:40:00,17.2333,-92.3333,72.43,66,42,1.88
270,Paka,MY,2022-05-16 01:40:01,4.6374,103.4368,78.73,89,40,2.3
271,Bathsheba,BB,2022-05-16 01:40:01,13.2167,-59.5167,81.21,83,40,25.32
272,Gat,IL,2022-05-16 01:38:02,31.61,34.7642,65.39,86,35,1.66
273,Broome,US,2022-05-16 01:40:02,42.2506,-75.833,66.65,86,20,4.61
274,Fairbanks,US,2022-05-16 01:40:03,64.8378,-147.7164,51.76,49,75,10.36
275,Truro,GB,2022-05-16 01:37:23,50.2653,-5.0544,58.28,94,75,10.36
276,Fethiye,TR,2022-05-16 01:40:04,36.6217,29.1164,58.87,56,0,3.49
277,Stroitel,RU,2022-05-16 01:40:04,50.7854,36.4831,44.42,87,0,11.18
278,Tabou,CI,2022-05-16 01:40:05,4.423,-7.3528,78.78,87,100,7.07
279,Hofn,IS,2022-05-16 01:40:05,64.2539,-15.2082,47.71,89,95,4.63
280,Kanigiri,IN,2022-05-16 01:40:07,15.4,79.5167,85.53,70,92,0.47
281,Puerto Ayora,EC,2022-05-16 01:38:32,-0.7393,-90.3518,72.55,97,89,1.99
282,Kununurra,AU,2022-05-16 01:40:08,-15.7667,128.7333,87.78,55,0,3.44
283,Spornoye,RU,2022-05-16 01:40:09,50.8448,37.2913,42.69,97,47,11.77
284,Shaoguan,CN,2022-05-16 01:40:10,24.8,113.5833,62.96,86,99,3.6
285,Domoni,KM,2022-05-16 01:40:10,-12.2569,44.5319,78.4,73,5,11.95
286,Fort Walton Beach,US,2022-05-16 01:39:11,30.4058,-86.6188,73.42,84,75,8.05
287,Port-Gentil,GA,2022-05-16 01:40:11,-0.7193,8.7815,80.33,86,78,10.49
288,Mbigou,GA,2022-05-16 01:40:12,-1.9005,11.906,67.96,98,49,0.16
289,Oulainen,FI,2022-05-16 01:40:13,64.2667,24.8,40.8,85,39,5.44
290,Niamey,NE,2022-05-16 01:40:13,13.5137,2.1098,86.29,51,0,1.14
291,Kumla,SE,2022-05-16 01:40:14,59.1277,15.1434,48.54,49,75,6.91
292,Bilibino,RU,2022-05-16 01:40:14,68.0546,166.4372,33.69,94,83,3.67
293,Biak,ID,2022-05-16 01:40:15,-0.9131,122.8766,82.69,75,45,2.08
294,Georgetown,MY,2022-05-16 01:35:29,5.4112,100.3354,80.53,93,20,7.0
295,Kulhudhuffushi,MV,2022-05-16 01:40:16,6.6221,73.07,81.0,85,100,21.59
296,Anadyr,RU,2022-05-16 01:40:16,64.75,177.4833,43.3,45,0,22.37
